experiment_name,timestamp,session_id,trace_id,judge_trace_id,phase,memory,mode,conversation_index,turn_index,question_index,search_calls,top_k,memories_returned,question_category,question,answer,gold_answer,seed,judge_n,judge_verdict,judge_reason,toxic_latency,toxic_jitter,toxic_bandwidth,wall_ms,compute_ms,flush_ms,cpu_edge_ns,cpu_cloud_ns,ram_edge_peak_bytes,ram_cloud_peak_bytes,disk_edge_bytes,disk_cloud_bytes,network_edge_to_cloud_bytes,network_cloud_to_edge_bytes,edge_llm_tokens,edge_llm_cost_usd,cloud_llm_tokens,cloud_llm_cost_usd,llm_tokens,llm_cost_usd,responder_context_window_tokens,responder_context_window_cost_usd,error
graphiti_conv0_unconstrained,2026-05-13T06:13:54.689853+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,9,,,,,,10,"Melanie: Wow, Caroline! What kinda jobs are you thinkin' of? Anything that stands out?",,1,,,,0.0,0.0,0.0,10132.920090996777,9726.726915992913,406.19317500386387,101924000,1215753000,16384,0.0,0.0,1241088.0,1267,937,0,0.0,5591,0.00088758,5591,0.00088758,,,
graphiti_conv0_unconstrained,2026-05-13T06:13:58.831088+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,10,,,,,,11,Caroline: I'm keen on counseling or working in mental health - I'd love to support those with similar issues.,,1,,,,0.0,0.0,0.0,4140.660325996578,3937.3608409950975,203.2994850014802,49391000,355567000,0.0,0.0,0.0,28672.0,1290,961,0,0.0,4784,0.00076208,4784,0.00076208,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:03.187913+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,11,,,,,,12,Melanie: You'd be a great counselor! Your empathy and understanding will really help the people you work with. By the wa,,1,,,,0.0,0.0,0.0,4356.203889008611,4152.955862999079,203.24802600953262,54473000,251982000,0.0,245760,0.0,1019904.0,1462,971,0,0.0,4817,0.00076658,4817,0.00076658,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:07.047689+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,12,,,,,,13,"Caroline: Thanks, Melanie! That's really sweet. Is this your own painting?",,1,,,,0.0,0.0,0.0,3859.1939819889376,3402.0239079982275,457.1700739907101,49940000,351890000,0.0,5697536,0.0,1990656.0,1255,925,0,0.0,4786,0.00075788,4786,0.00075788,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:15.268773+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,13,,,,,,14,"Melanie: Yeah, I painted that lake sunrise last year! It's special to me.",,1,,,,0.0,0.0,0.0,8220.54005600512,8016.955340994173,203.58471501094755,60954000,1052351000,0.0,471040,0.0,53248.0,1254,924,0,0.0,7017,0.00111163,7017,0.00111163,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:27.382462+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,14,,,,,,15,"Caroline: Wow, Melanie! The colors really blend nicely. Painting looks like a great outlet for expressing yourself.",,1,,,,0.0,0.0,0.0,12113.113252999028,11555.555063998327,557.5581890007015,145323000,918541000,8192,483328,0.0,2572288.0,1296,967,0,0.0,5764,0.00091287,5764,0.00091287,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:32.513364+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,15,,,,,,16,"Melanie: Thanks, Caroline! Painting's a fun way to express my feelings and get creative. It's a great way to relax after",,1,,,,0.0,0.0,0.0,5130.306990991812,4776.53902999009,353.76796100172214,54545000,328087000,0.0,1617920,0.0,1015808.0,1383,971,0,0.0,4819,0.00076868,4819,0.00076868,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:36.657851+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,16,,,,,,17,"Caroline: Totally agree, Mel. Relaxing and expressing ourselves is key. Well, I'm off to go do some research.",,1,,,,0.0,0.0,0.0,4143.946465992485,3635.6439879891695,508.3024780033156,52669000,229576000,4096,0.0,0.0,1019904.0,1290,959,0,0.0,4814,0.00076388,4814,0.00076388,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:46.806356+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,17,,,,,,18,"Melanie: Yep, Caroline. Taking care of ourselves is vital. I'm off to go swimming with the kids. Talk to you soon!",,1,,,,0.0,0.0,0.0,10147.888763007359,9588.256720002391,559.6320430049673,101028000,527444000,0.0,0.0,0.0,1404928.0,1295,965,0,0.0,7263,0.00115592,7263,0.00115592,,,
graphiti_conv0_unconstrained,2026-05-13T06:14:56.487966+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,0,,,,,,19,"Melanie: Hey Caroline, since we last chatted, I've had a lot of things happening to me. I ran a charity race for mental ",,2,,,,0.0,0.0,0.0,9681.055063003441,9478.188695997233,202.86636700620875,95272000,471089000,0.0,339968,0.0,32768.0,1406,971,0,0.0,7502,0.00118915,7502,0.00118915,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:03.170242+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,1,,,,,,20,"Caroline: That charity race sounds great, Mel! Making a difference & raising awareness for mental health is super reward",,2,,,,0.0,0.0,0.0,6681.715686005191,6479.232484998647,202.48320100654382,56412000,717581000,0.0,2920448,0.0,1384448.0,1347,970,0,0.0,7465,0.0011775,7465,0.0011775,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:06.766364+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,2,,,,,,21,"Melanie: Thanks, Caroline! The event was really thought-provoking. I'm starting to realize that self-care is really impo",,2,,,,0.0,0.0,0.0,3595.5225489888107,3391.5254769963212,203.9970719924895,48057000,292439000,0.0,36864,0.0,1232896.0,1401,972,0,0.0,4979,0.00078908,4979,0.00078908,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:14.670453+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,3,,,,,,22,"Caroline: I totally agree, Melanie. Taking care of ourselves is so important - even if it's not always easy. Great that ",,2,,,,0.0,0.0,0.0,7903.5342799907085,7700.103925992153,203.4303539985558,59014000,827312000,0.0,18960384,0.0,1069056.0,1331,971,0,0.0,6070,0.00095749,6070,0.00095749,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:19.511125+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,4,,,,,,23,"Melanie: Yeah, it's tough. So I'm carving out some me-time each day - running, reading, or playing my violin - which ref",,2,,,,0.0,0.0,0.0,4840.116653009318,4636.744571005693,203.3720820036251,50038000,248920000,0.0,0.0,0.0,1249280.0,1348,970,0,0.0,5031,0.00080498,5031,0.00080498,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:23.872000+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,5,,,,,,24,"Caroline: That's great, Mel! Taking time for yourself is so important. You're doing an awesome job looking after yoursel",,2,,,,0.0,0.0,0.0,4360.2631429967005,4157.004844004405,203.25829899229575,49274000,440320000,0.0,0.0,0.0,1024000.0,1319,971,0,0.0,5042,0.00080168,5042,0.00080168,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:37.029152+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,6,,,,,,25,"Melanie: Thanks, Caroline. It's still a work in progress, but I'm doing my best. My kids are so excited about summer bre",,2,,,,0.0,0.0,0.0,13156.542445998639,12952.770980002242,203.77146599639673,136155000,863070000,0.0,6389760,0.0,1069056.0,1381,971,0,0.0,8885,0.00144461,8885,0.00144461,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:46.161467+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,7,,,,,,26,Caroline: Researching adoption agencies — it's been a dream to have a family and give a loving home to kids who need it.,,2,,,,0.0,0.0,0.0,9131.586121002329,8928.580345003866,203.00577599846292,63094000,375454000,258048,221184,0.0,1404928.0,1306,973,0,0.0,5087,0.00080168,5087,0.00080168,,,
graphiti_conv0_unconstrained,2026-05-13T06:15:53.096792+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,8,,,,,,27,"Melanie: Wow, Caroline! That's awesome! Taking in kids in need - you're so kind. Your future family is gonna be so lucky",,2,,,,0.0,0.0,0.0,6934.763583994936,6731.438228991465,203.3253550034715,88997000,733323000,0.0,0.0,0.0,1064960.0,1314,971,0,0.0,6151,0.0009702,6151,0.0009702,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:03.776533+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,9,,,,,,28,"Caroline: Thanks, Mel! My goal is to give kids a loving home. I'm truly grateful for all the support I've got from frien",,2,,,,0.0,0.0,0.0,10679.129979995196,10475.292941991938,203.83703800325748,101120000,583251000,0.0,24576,0.0,1273856.0,1638,972,0,0.0,7913,0.00124687,7913,0.00124687,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:07.740896+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,10,,,,,,29,"Melanie: Wow, that agency looks great! What made you pick it?",,2,,,,0.0,0.0,0.0,3963.806749001378,3760.046137002064,203.76061199931428,49576000,338338000,0.0,0.0,0.0,1396736.0,1243,913,0,0.0,5157,0.00081488,5157,0.00081488,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:11.964055+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,11,,,,,,30,Caroline: I chose them 'cause they help LGBTQ+ folks with adoption. Their inclusivity and support really spoke to me.,,2,,,,0.0,0.0,0.0,4222.547000012128,4018.6664770008065,203.8805230113212,49053000,375209000,0.0,155648,0.0,1032192.0,1299,968,0,0.0,5114,0.00080888,5114,0.00080888,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:15.959684+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,12,,,,,,31,"Melanie: That's great, Caroline! Loving the inclusivity and support. Anything you're excited for in the adoption process",,2,,,,0.0,0.0,0.0,3995.034181003575,3792.933509001159,202.1006720024161,11379000,224424000,0.0,0.0,0.0,1028096.0,1303,971,0,0.0,5095,0.00080558,5095,0.00080558,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:20.735697+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,13,,,,,,32,"Caroline: I'm thrilled to make a family for kids who need one. It'll be tough as a single parent, but I'm up for the cha",,2,,,,0.0,0.0,0.0,4775.495545996819,4219.288988999324,556.2065569974948,46377000,293397000,0.0,0.0,0.0,2023424.0,1309,972,0,0.0,5063,0.00080168,5063,0.00080168,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:26.996754+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,14,,,,,,33,Melanie: You're doing something amazing! Creating a family for those kids is so lovely. You'll be an awesome mom! Good l,,2,,,,0.0,0.0,0.0,6260.56458200037,6057.479652008624,203.08492999174632,83398000,316023000,0.0,2330624,0.0,28672.0,1306,970,0,0.0,5067,0.00080858,5067,0.00080858,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:30.971185+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,15,,,,,,34,"Caroline: Thanks, Melanie! Your kind words really mean a lot. I'll do my best to make sure these kids have a safe and lo",,2,,,,0.0,0.0,0.0,3973.933223998756,3567.991597999935,405.9416259988211,10084000,482756000,0.0,0.0,0.0,2011136.0,1312,971,0,0.0,5041,0.00080108,5041,0.00080108,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:35.113878+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,16,,,,,,35,"Melanie: No doubts, Caroline. You have such a caring heart - they'll get all the love and stability they need! Excited f",,2,,,,0.0,0.0,0.0,4142.167415993754,3584.7743609920144,557.3930550017394,45025000,220204000,0.0,0.0,0.0,1003520.0,1322,972,0,0.0,5045,0.00079988,5045,0.00079988,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:43.308865+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,0,,,,,,36,Caroline: Hey Melanie! How's it going? I wanted to tell you about my school event last week. It was awesome! I talked ab,,3,,,,0.0,0.0,0.0,8194.461467996007,7992.232752993004,202.22871500300243,82911000,410164000,0.0,0.0,0.0,32768.0,1515,970,0,0.0,7821,0.00123603,7821,0.00123603,,,
graphiti_conv0_unconstrained,2026-05-13T06:16:50.730049+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,1,,,,,,37,Melanie: Hey Caroline! Great to hear from you. Sounds like your event was amazing! I'm so proud of you for spreading awa,,3,,,,0.0,0.0,0.0,7420.685413992032,7217.5142070045695,203.17120698746294,48633000,407978000,0.0,0.0,0.0,1409024.0,1463,972,0,0.0,6250,0.00098605,6250,0.00098605,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:05.568052+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,2,,,,,,38,"Caroline: Thanks, Mel! Your backing really means a lot. I felt super powerful giving my talk. I shared my own journey, t",,3,,,,0.0,0.0,0.0,14837.509969001985,14634.314278999227,203.19569000275806,126474000,854902000,0.0,557056,0.0,1277952.0,1684,971,0,0.0,8165,0.00128427,8165,0.00128427,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:12.300339+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,3,,,,,,39,"Melanie: Wow, Caroline, you're doing an awesome job of inspiring others with your journey. It's great to be part of it a",,3,,,,0.0,0.0,0.0,6731.7794230039,6528.474339997047,203.30508300685324,48580000,502068000,0.0,0.0,0.0,1376256.0,1482,972,0,0.0,5256,0.00083468,5256,0.00083468,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:17.002517+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,4,,,,,,40,"Caroline: Thanks Mel! Your kind words mean a lot. Sharing our experiences isn't always easy, but I feel it's important t",,3,,,,0.0,0.0,0.0,4701.691766007571,4498.982692995924,202.70907301164698,45020000,240168000,0.0,0.0,0.0,1015808.0,1532,971,0,0.0,5363,0.00084938,5363,0.00084938,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:22.548551+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,5,,,,,,41,"Melanie: Yeah, Caroline! It takes courage to talk about our own stories. But it's in these vulnerable moments that we bo",,3,,,,0.0,0.0,0.0,5545.418918001815,5342.100680005387,203.31823799642734,78115000,624723000,0.0,0.0,0.0,1077248.0,1609,971,0,0.0,6632,0.00104196,6632,0.00104196,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:26.619958+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,6,,,,,,42,Caroline: Your words mean a lot to me. I'm grateful for the chance to share my story and give others hope. We all have u,,3,,,,0.0,0.0,0.0,4070.9170240006642,3868.691095005488,202.22592899517622,11772000,165692000,0.0,49152,0.0,1257472.0,1487,972,0,0.0,5576,0.00088268,5576,0.00088268,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:31.225667+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,7,,,,,,43,"Melanie: Thanks, Caroline, for letting me join your journey. I'm so proud to be part of the difference you're making. Le",,3,,,,0.0,0.0,0.0,4605.215090006823,4402.120049999212,203.0950400076108,44540000,579931000,0.0,10719232,0.0,1007616.0,1411,971,0,0.0,5608,0.00088568,5608,0.00088568,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:34.714732+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,8,,,,,,44,"Caroline: Yeah Mel, let's spread love and understanding! Thanks for the support and encouragement. We can tackle life's ",,3,,,,0.0,0.0,0.0,3488.5190310014877,3285.1705979992403,203.34843300224748,42005000,169424000,0.0,0.0,0.0,1028096.0,1334,970,0,0.0,5607,0.00088238,5607,0.00088238,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:41.947948+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,9,,,,,,45,"Melanie: Yes, Caroline! We can do it. Your courage is inspiring. I want to be couragous for my family- they motivate me ",,3,,,,0.0,0.0,0.0,7232.711516000563,7030.240278007113,202.4712379934499,50010000,627879000,0.0,0.0,0.0,1040384.0,1339,971,0,0.0,6743,0.0010599,6743,0.0010599,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:54.625268+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,10,,,,,,46,"Caroline: Thanks, Mel! My friends, family and mentors are my rocks – they motivate me and give me the strength to push o",,3,,,,0.0,0.0,0.0,12676.790183002595,12271.358348007197,405.43183499539737,124576000,1064576000,0.0,6975488,0.0,2633728.0,1477,974,0,0.0,10599,0.0016886,10599,0.0016886,,,
graphiti_conv0_unconstrained,2026-05-13T06:17:58.303151+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,11,,,,,,47,"Melanie: Wow, that photo is great! How long have you had such a great support system?",,3,,,,0.0,0.0,0.0,3677.3690750123933,3474.349523006822,203.0195520055713,42926000,257860000,0.0,0.0,0.0,16384.0,1267,937,0,0.0,5547,0.00087428,5547,0.00087428,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:03.446551+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,12,,,,,,48,"Caroline: Yeah, I'm really lucky to have them. They've been there through everything, I've known these friends for 4 yea",,3,,,,0.0,0.0,0.0,5142.890913004521,4940.936179002165,201.95473400235642,44818000,182300000,0.0,0.0,0.0,1028096.0,1464,971,0,0.0,5560,0.00087848,5560,0.00087848,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:18.011072+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,13,,,,,,49,Melanie: I'm lucky to have my husband and kids; they keep me motivated.,,3,,,,0.0,0.0,0.0,14564.012289003585,14057.284815004095,506.72747399949003,126066000,1095591000,0.0,2043904,0.0,2433024.0,1408,922,0,0.0,9535,0.00153498,9535,0.00153498,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:23.190032+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,14,,,,,,50,"Caroline: Wow, what an amazing family pic! How long have you been married?",,3,,,,0.0,0.0,0.0,5178.395226990688,4975.165395997465,203.229830993223,49280000,189822000,0.0,0.0,0.0,36864.0,1256,925,0,0.0,5323,0.00083978,5323,0.00083978,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:30.345427+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,15,,,,,,51,"Melanie: 5 years already! Time flies- feels like just yesterday I put this dress on! Thanks, Caroline!",,3,,,,0.0,0.0,0.0,7154.871809005272,6951.898145998712,202.97366300655995,48250000,232112000,0.0,0.0,0.0,1032192.0,1372,953,0,0.0,5229,0.00082478,5229,0.00082478,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:36.435647+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,16,,,,,,52,"Caroline: Congrats, Melanie! You both looked so great on your wedding day! Wishing you many happy years together!",,3,,,,0.0,0.0,0.0,6089.732067994191,5582.8098100028,506.92225799139123,50344000,905501000,0.0,737280,0.0,2355200.0,1295,964,0,0.0,6297,0.00099317,6297,0.00099317,,,
graphiti_conv0_unconstrained,2026-05-13T06:18:42.189986+00:00,graphiti_conv0_unconstrained_f5d135cd,826a125e3bce9d4fd15a10f217e96f62,,load,graphiti,unconstrained,0,17,,,,,,53,"Melanie: Thanks, Caroline! Appreciate your kind words. Looking forward to more happy years. Our family and moments make ",,3,,,,0.0,0.0,0.0,5753.814573996351,5549.911761001567,203.90281299478374,46281000,509156000,0.0,1552384,0.0,49152.0,1445,971,0,0.0,6090,0.00096178,6090,0.00096178,,,
