experiment_name,timestamp,session_id,trace_id,judge_trace_id,phase,memory,mode,conversation_index,turn_index,question_index,search_calls,top_k,memories_returned,question_category,question,answer,gold_answer,seed,judge_n,judge_verdict,judge_reason,toxic_latency,toxic_jitter,toxic_bandwidth,wall_ms,compute_ms,flush_ms,cpu_edge_ns,cpu_cloud_ns,ram_edge_peak_bytes,ram_cloud_peak_bytes,disk_edge_bytes,disk_cloud_bytes,network_edge_to_cloud_bytes,network_cloud_to_edge_bytes,edge_llm_tokens,edge_llm_cost_usd,cloud_llm_tokens,cloud_llm_cost_usd,llm_tokens,llm_cost_usd,responder_context_window_tokens,responder_context_window_cost_usd,cloud_llm_retry_wait_ms,error
cognee_conv0_constrained,2026-05-16T01:54:56.963815+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,9,,,,,,10,"[2023-05-08T13:56:00+00:00] Melanie: Wow, Caroline! What kinda jobs are you thinkin' of? Anything that stands out?",,1,,,,150.0,30.0,512.0,3672.584249994543,3315.497281997523,357.0869679970201,52413000,1198367000,0.0,0.0,0.0,2383872.0,1259,958,0,0.0,1151,0.00024223,1151,0.00024223,,,,
cognee_conv0_constrained,2026-05-16T01:54:59.734693+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,10,,,,,,11,[2023-05-08T13:56:00+00:00] Caroline: I'm keen on counseling or working in mental health - I'd love to support those wit,,1,,,,150.0,30.0,512.0,2770.2831260030507,2566.1698219992104,204.1133040038403,45817000,919870000,0.0,0.0,0.0,1449984.0,1216,897,0,0.0,1035,0.00019235,1035,0.00019235,,,,
cognee_conv0_constrained,2026-05-16T01:55:02.183557+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,11,,,,,,12,[2023-05-08T13:56:00+00:00] Melanie: You'd be a great counselor! Your empathy and understanding will really help the peo,,1,,,,150.0,30.0,512.0,2448.194245000195,2244.3553669945686,203.8388780056266,16186000,879537000,0.0,0.0,0.0,2977792.0,1454,965,0,0.0,1008,0.00017263,1008,0.00017263,,,,
cognee_conv0_constrained,2026-05-16T01:55:05.792959+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,12,,,,,,13,"[2023-05-08T13:56:00+00:00] Caroline: Thanks, Melanie! That's really sweet. Is this your own painting?",,1,,,,150.0,30.0,512.0,3608.829552998941,3251.6424329951406,357.1871200038004,47987000,1004845000,0.0,0.0,0.0,1892352.0,1181,881,0,0.0,1153,0.00024967,1153,0.00024967,,,,
cognee_conv0_constrained,2026-05-16T01:55:09.353652+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,13,,,,,,14,"[2023-05-08T13:56:00+00:00] Melanie: Yeah, I painted that lake sunrise last year! It's special to me.",,1,,,,150.0,30.0,512.0,3560.0837230012985,3356.1539700021967,203.92975299910177,48771000,1054957000,0.0,0.0,0.0,2469888.0,1246,945,0,0.0,1172,0.00024509,1172,0.00024509,,,,
cognee_conv0_constrained,2026-05-16T01:55:12.852691+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,14,,,,,,15,"[2023-05-08T13:56:00+00:00] Caroline: Wow, Melanie! The colors really blend nicely. Painting looks like a great outlet f",,1,,,,150.0,30.0,512.0,3498.483456998656,3294.4395070007886,204.04394999786746,15094000,1302235000,0.0,0.0,0.0,3289088.0,1288,964,0,0.0,1128,0.00023043,1128,0.00023043,,,,
cognee_conv0_constrained,2026-05-16T01:55:16.579316+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,15,,,,,,16,"[2023-05-08T13:56:00+00:00] Melanie: Thanks, Caroline! Painting's a fun way to express my feelings and get creative. It'",,1,,,,150.0,30.0,512.0,3725.9239490012988,3268.1780779967085,457.7458710045903,50873000,1152215000,0.0,0.0,0.0,3108864.0,1239,899,0,0.0,1174,0.00023517,1174,0.00023517,,,,
cognee_conv0_constrained,2026-05-16T01:55:20.501051+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,16,,,,,,17,"[2023-05-08T13:56:00+00:00] Caroline: Totally agree, Mel. Relaxing and expressing ourselves is key. Well, I'm off to go ",,1,,,,150.0,30.0,512.0,3921.134690004692,3414.126898998802,507.0077910058899,50023000,1297923000,0.0,0.0,0.0,2314240.0,1216,898,0,0.0,1162,0.00023595,1162,0.00023595,,,,
cognee_conv0_constrained,2026-05-16T01:55:24.066363+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,17,,,,,,18,"[2023-05-08T13:56:00+00:00] Melanie: Yep, Caroline. Taking care of ourselves is vital. I'm off to go swimming with the k",,1,,,,150.0,30.0,512.0,3564.720395996119,3360.4490729994723,204.27132299664663,15945000,1036643000,0.0,0.0,0.0,2109440.0,1221,898,0,0.0,1153,0.00022933,1153,0.00022933,,,,
cognee_conv0_constrained,2026-05-16T01:55:47.342422+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,0,,,,,,19,"[2023-05-25T13:14:00+00:00] Melanie: Hey Caroline, since we last chatted, I've had a lot of things happening to me. I ra",,2,,,,150.0,30.0,512.0,23275.4875180035,23071.59713299916,203.89038500434253,247135000,1548842000,0.0,0.0,0.0,2895872.0,1464,1031,0,0.0,1336,0.00028749,1336,0.00028749,,,,
cognee_conv0_constrained,2026-05-16T01:55:52.171206+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,1,,,,,,20,"[2023-05-25T13:14:00+00:00] Caroline: That charity race sounds great, Mel! Making a difference & raising awareness for m",,2,,,,150.0,30.0,512.0,4828.207401995314,4623.581068997737,204.62633299757726,54240000,1296573000,0.0,0.0,0.0,3067904.0,1273,897,0,0.0,1371,0.00031271,1371,0.00031271,,,,
cognee_conv0_constrained,2026-05-16T01:55:57.186046+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,2,,,,,,21,"[2023-05-25T13:14:00+00:00] Melanie: Thanks, Caroline! The event was really thought-provoking. I'm starting to realize t",,2,,,,150.0,30.0,512.0,5014.226209998014,4810.049250001612,204.17695999640273,54724000,1718261000,0.0,0.0,0.0,3047424.0,1327,898,0,0.0,1469,0.00033165,1469,0.00033165,,,,
cognee_conv0_constrained,2026-05-16T01:56:05.497363+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,3,,,,,,22,"[2023-05-25T13:14:00+00:00] Caroline: I totally agree, Melanie. Taking care of ourselves is so important - even if it's ",,2,,,,150.0,30.0,512.0,8310.738929001673,8054.925420001382,255.81350900029065,107926000,1194121000,0.0,0.0,0.0,2707456.0,1323,964,0,0.0,1071,0.00019857,1071,0.00019857,,,,
cognee_conv0_constrained,2026-05-16T01:56:10.524927+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,4,,,,,,23,"[2023-05-25T13:14:00+00:00] Melanie: Yeah, it's tough. So I'm carving out some me-time each day - running, reading, or p",,2,,,,150.0,30.0,512.0,5026.99392499926,4823.940409994975,203.05351500428515,55760000,1493916000,0.0,0.0,0.0,2990080.0,1274,897,0,0.0,1413,0.00031827,1413,0.00031827,,,,
cognee_conv0_constrained,2026-05-16T01:56:13.245380+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,5,,,,,,24,"[2023-05-25T13:14:00+00:00] Caroline: That's great, Mel! Taking time for yourself is so important. You're doing an aweso",,2,,,,150.0,30.0,512.0,2719.826345994079,2515.260202999343,204.56614299473586,13517000,1090995000,0.0,0.0,0.0,2805760.0,1311,965,0,0.0,1057,0.00019319,1057,0.00019319,,,,
cognee_conv0_constrained,2026-05-16T01:56:17.222891+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,6,,,,,,25,"[2023-05-25T13:14:00+00:00] Melanie: Thanks, Caroline. It's still a work in progress, but I'm doing my best. My kids are",,2,,,,150.0,30.0,512.0,3976.9573580051656,3772.935965003853,204.0213930013124,51682000,1300911000,0.0,0.0,0.0,3227648.0,1373,963,0,0.0,1396,0.00031027,1396,0.00031027,,,,
cognee_conv0_constrained,2026-05-16T01:56:21.674394+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,7,,,,,,26,[2023-05-25T13:14:00+00:00] Caroline: Researching adoption agencies — it's been a dream to have a family and give a lovi,,2,,,,150.0,30.0,512.0,4450.906459998805,4145.368636993226,305.5378230055794,52972000,1474750000,0.0,0.0,0.0,2715648.0,1298,966,0,0.0,1366,0.00031627,1366,0.00031627,,,,
cognee_conv0_constrained,2026-05-16T01:56:25.260948+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,8,,,,,,27,"[2023-05-25T13:14:00+00:00] Melanie: Wow, Caroline! That's awesome! Taking in kids in need - you're so kind. Your future",,2,,,,150.0,30.0,512.0,3585.9763069965993,3383.4927010029787,202.48360599362059,49398000,968900000,0.0,0.0,0.0,2535424.0,1240,898,0,0.0,1120,0.00021985,1120,0.00021985,,,,
cognee_conv0_constrained,2026-05-16T01:56:29.396544+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,9,,,,,,28,"[2023-05-25T13:14:00+00:00] Caroline: Thanks, Mel! My goal is to give kids a loving home. I'm truly grateful for all the",,2,,,,150.0,30.0,512.0,4134.971455998311,3931.075956999848,203.89549899846315,17488000,1113916000,0.0,0.0,0.0,2813952.0,1564,897,0,0.0,1251,0.00023325,1251,0.00023325,,,,
cognee_conv0_constrained,2026-05-16T01:56:36.334796+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,10,,,,,,29,"[2023-05-25T13:14:00+00:00] Melanie: Wow, that agency looks great! What made you pick it?",,2,,,,150.0,30.0,512.0,6937.709617996006,6733.972178997647,203.73743899835972,93839000,1152553000,0.0,0.0,0.0,2867200.0,1235,932,0,0.0,962,0.00016903,962,0.00016903,,,,
cognee_conv0_constrained,2026-05-16T01:56:41.331498+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,11,,,,,,30,[2023-05-25T13:14:00+00:00] Caroline: I chose them 'cause they help LGBTQ+ folks with adoption. Their inclusivity and su,,2,,,,150.0,30.0,512.0,4996.128988997953,4691.234881000128,304.8941079978249,55395000,1282827000,0.0,0.0,0.0,2641920.0,1291,964,0,0.0,1311,0.00029345,1311,0.00029345,,,,
cognee_conv0_constrained,2026-05-16T01:56:44.590106+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,12,,,,,,31,"[2023-05-25T13:14:00+00:00] Melanie: That's great, Caroline! Loving the inclusivity and support. Anything you're excited",,2,,,,150.0,30.0,512.0,3258.0448660010006,3054.0470330015523,203.9978329994483,13133000,1098882000,0.0,0.0,0.0,2211840.0,1229,897,0,0.0,1158,0.00024289,1158,0.00024289,,,,
cognee_conv0_constrained,2026-05-16T01:56:47.538794+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,13,,,,,,32,[2023-05-25T13:14:00+00:00] Caroline: I'm thrilled to make a family for kids who need one. It'll be tough as a single pa,,2,,,,150.0,30.0,512.0,2948.1117439936497,2744.2125429952284,203.8992009984213,48142000,1228031000,0.0,0.0,0.0,2854912.0,1235,897,0,0.0,996,0.00016871,996,0.00016871,,,,
cognee_conv0_constrained,2026-05-16T01:56:50.636387+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,14,,,,,,33,[2023-05-25T13:14:00+00:00] Melanie: You're doing something amazing! Creating a family for those kids is so lovely. You',,2,,,,150.0,30.0,512.0,3097.018829997978,2435.9975710030994,661.0212589948787,47622000,1298146000,0.0,0.0,0.0,2039808.0,1298,963,0,0.0,971,0.00016511,971,0.00016511,,,,
cognee_conv0_constrained,2026-05-16T01:56:54.429778+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,15,,,,,,34,"[2023-05-25T13:14:00+00:00] Caroline: Thanks, Melanie! Your kind words really mean a lot. I'll do my best to make sure t",,2,,,,150.0,30.0,512.0,3792.7290099978563,3486.557324999012,306.1716849988443,17703000,1314927000,0.0,0.0,0.0,2576384.0,1304,965,0,0.0,1215,0.00026035,1215,0.00026035,,,,
cognee_conv0_constrained,2026-05-16T01:56:57.931282+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,16,,,,,,35,"[2023-05-25T13:14:00+00:00] Melanie: No doubts, Caroline. You have such a caring heart - they'll get all the love and st",,2,,,,150.0,30.0,512.0,3500.9137550005107,3296.739762998186,204.17399200232467,49946000,1218223000,0.0,0.0,0.0,3108864.0,1248,897,0,0.0,1188,0.00024557,1188,0.00024557,,,,
cognee_conv0_constrained,2026-05-16T01:57:03.718734+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,0,,,,,,36,[2023-06-09T19:55:00+00:00] Caroline: Hey Melanie! How's it going? I wanted to tell you about my school event last week.,,3,,,,150.0,30.0,512.0,5786.885453999275,5328.732027002843,458.15342699643224,58406000,1644912000,0.0,0.0,0.0,3579904.0,1507,963,0,0.0,1591,0.00036649,1591,0.00036649,,,,
cognee_conv0_constrained,2026-05-16T01:57:15.369065+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,1,,,,,,37,[2023-06-09T19:55:00+00:00] Melanie: Hey Caroline! Great to hear from you. Sounds like your event was amazing! I'm so pr,,3,,,,150.0,30.0,512.0,11649.735557002714,11445.731769003032,204.00378799968166,108100000,1773512000,0.0,0.0,0.0,3358720.0,1389,899,0,0.0,1552,0.00036091,1552,0.00036091,,,,
cognee_conv0_constrained,2026-05-16T01:57:19.472229+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,2,,,,,,38,"[2023-06-09T19:55:00+00:00] Caroline: Thanks, Mel! Your backing really means a lot. I felt super powerful giving my talk",,3,,,,150.0,30.0,512.0,4102.575984994473,3898.184465993836,204.39151900063735,56369000,1364507000,0.0,0.0,0.0,3579904.0,1540,899,0,0.0,1451,0.00029845,1451,0.00029845,,,,
cognee_conv0_constrained,2026-05-16T01:57:23.150875+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,3,,,,,,39,"[2023-06-09T19:55:00+00:00] Melanie: Wow, Caroline, you're doing an awesome job of inspiring others with your journey. I",,3,,,,150.0,30.0,512.0,3678.077200995176,3474.0680799950496,204.00912100012647,56242000,1303767000,0.0,0.0,0.0,3272704.0,1408,899,0,0.0,1254,0.00024135,1254,0.00024135,,,,
cognee_conv0_constrained,2026-05-16T01:57:28.104731+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,4,,,,,,40,"[2023-06-09T19:55:00+00:00] Caroline: Thanks Mel! Your kind words mean a lot. Sharing our experiences isn't always easy,",,3,,,,150.0,30.0,512.0,4953.274945997691,4750.490393998916,202.784551998775,53345000,1232618000,0.0,0.0,0.0,3325952.0,1458,898,0,0.0,1361,0.00027657,1361,0.00027657,,,,
cognee_conv0_constrained,2026-05-16T01:57:32.007879+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,5,,,,,,41,"[2023-06-09T19:55:00+00:00] Melanie: Yeah, Caroline! It takes courage to talk about our own stories. But it's in these v",,3,,,,150.0,30.0,512.0,3902.5424369974644,3343.760547999409,558.7818889980554,53593000,1480212000,0.0,0.0,0.0,3264512.0,1601,963,0,0.0,1369,0.00026723,1369,0.00026723,,,,
cognee_conv0_constrained,2026-05-16T01:57:35.405827+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,6,,,,,,42,[2023-06-09T19:55:00+00:00] Caroline: Your words mean a lot to me. I'm grateful for the chance to share my story and giv,,3,,,,150.0,30.0,512.0,3397.3632540000835,3091.2734609955805,306.089793004503,13351000,1144182000,0.0,0.0,0.0,2203648.0,1479,964,0,0.0,1299,0.00025341,1299,0.00025341,,,,
cognee_conv0_constrained,2026-05-16T01:57:42.825464+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,7,,,,,,43,"[2023-06-09T19:55:00+00:00] Melanie: Thanks, Caroline, for letting me join your journey. I'm so proud to be part of the ",,3,,,,150.0,30.0,512.0,7418.995615000313,7214.48668299854,204.50893200177234,95710000,1493253000,0.0,0.0,0.0,2727936.0,1337,898,0,0.0,1182,0.00022931,1182,0.00022931,,,,
cognee_conv0_constrained,2026-05-16T01:57:48.218647+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,8,,,,,,44,"[2023-06-09T19:55:00+00:00] Caroline: Yeah Mel, let's spread love and understanding! Thanks for the support and encourag",,3,,,,150.0,30.0,512.0,5392.6207839977,5036.977436000598,355.64334799710196,55626000,1301604000,0.0,0.0,0.0,3731456.0,1260,897,0,0.0,1179,0.00024429,1179,0.00024429,,,,
cognee_conv0_constrained,2026-05-16T01:57:53.727149+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,9,,,,,,45,"[2023-06-09T19:55:00+00:00] Melanie: Yes, Caroline! We can do it. Your courage is inspiring. I want to be couragous for ",,3,,,,150.0,30.0,512.0,5507.919577998109,5303.725448000478,204.19412999763153,57585000,1396831000,0.0,0.0,0.0,2936832.0,1331,963,0,0.0,1324,0.00029271,1324,0.00029271,,,,
cognee_conv0_constrained,2026-05-16T01:57:59.566683+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,10,,,,,,46,"[2023-06-09T19:55:00+00:00] Caroline: Thanks, Mel! My friends, family and mentors are my rocks – they motivate me and gi",,3,,,,150.0,30.0,512.0,5838.930397992954,5636.069483996835,202.86091399611905,57529000,1605973000,0.0,0.0,0.0,3510272.0,1403,899,0,0.0,1505,0.00035897,1505,0.00035897,,,,
cognee_conv0_constrained,2026-05-16T01:58:02.478473+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,11,,,,,,47,"[2023-06-09T19:55:00+00:00] Melanie: Wow, that photo is great! How long have you had such a great support system?",,3,,,,150.0,30.0,512.0,2911.1899720010115,2706.878663004318,204.3113089966937,51970000,1181443000,0.0,0.0,0.0,3104768.0,1193,891,0,0.0,986,0.00017255,986,0.00017255,,,,
cognee_conv0_constrained,2026-05-16T01:58:07.761546+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,12,,,,,,48,"[2023-06-09T19:55:00+00:00] Caroline: Yeah, I'm really lucky to have them. They've been there through everything, I've k",,3,,,,150.0,30.0,512.0,5282.5114549996215,5079.486319998978,203.0251350006438,55652000,1650356000,0.0,0.0,0.0,2953216.0,1390,898,0,0.0,1454,0.00032287,1454,0.00032287,,,,
cognee_conv0_constrained,2026-05-16T01:58:11.632466+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,13,,,,,,49,[2023-06-09T19:55:00+00:00] Melanie: I'm lucky to have my husband and kids; they keep me motivated.,,3,,,,150.0,30.0,512.0,3870.3526130047976,3463.9597890054574,406.3928239993402,52263000,1432547000,0.0,0.0,0.0,3309568.0,1334,877,0,0.0,1069,0.00021029,1069,0.00021029,,,,
cognee_conv0_constrained,2026-05-16T01:58:14.554123+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,14,,,,,,50,"[2023-06-09T19:55:00+00:00] Caroline: Wow, what an amazing family pic! How long have you been married?",,3,,,,150.0,30.0,512.0,2921.102868000162,2564.6537730062846,356.4490949938772,11535000,1177588000,0.0,0.0,0.0,2490368.0,1248,945,0,0.0,1013,0.00018681,1013,0.00018681,,,,
cognee_conv0_constrained,2026-05-16T01:58:18.617928+00:00,cognee_conv0_constrained_702cc703,f6cc56e8d82a8a9cac0fbf44e8270da5,,load,cognee,constrained,0,15,,,,,,51,"[2023-06-09T19:55:00+00:00] Melanie: 5 years already! Time flies- feels like just yesterday I put this dress on! Thanks,",,3,,,,150.0,30.0,512.0,4063.256925001042,3807.3857220006175,255.87120300042443,51294000,1324839000,0.0,0.0,0.0,4423680.0,1364,964,0,0.0,1214,0.00025181,1214,0.00025181,,,,
